MemberID,Age,Gender,Postcode,Sector,JobGrade,AnnualSalary,YearsService,Status
MB00000351,25,F,EC1A 1BB,Finance,Analyst,42000.0,3,Active
MB00000352,31,M,W1A 1AA,Manufacturing,Technician,32000.0,5,Active
MB00000353,36,M,G1 1XW,Public Service,Senior Officer,41000.0,10,Active
MB00000354,42,F,M1 1AA,Healthcare,Band 6,46000.0,12,Active
MB00000355,28,F,BS2 0FZ,Retail,Supervisor,30000.0,4,Active
MB00000356,39,F,N1 9GU,Other,Consultant,52000.0,8,Active
MB00000357,45,M,B2 4QA,Education,Senior Teacher,32000.0,15,Active
MB00000358,34,F,W1A 1AA,Finance,Senior Analyst,52000.0,7,Active
MB00000359,22,F,L1 8JQ,Manufacturing,Technician,29000.0,1,Active
MB00000360,37,O,EH1 1BB,Public Service,Grade 6,38000.0,14,Active
MB00000361,56,F,LS1 1UR,Healthcare,Senior Practitioner,50000.0,18,Pensioner
MB00000362,55,M,CF10 1DD,Retail,Store Manager,35000.0,20,Pensioner
MB00000363,44,F,G2 8DL,Other,Senior Consultant,54000.0,17,Active
MB00000364,52,M,M3 3EB,Public Service,Principal Officer,70000.0,30,Active
MB00000365,41,F,SW1A 1AA,Finance,Director,95000.0,20,Active
MB00000366,29,F,E1 6AN,Retail,Store Manager,33000.0,6,Active
MB00000367,33,M,B3 3DH,Manufacturing,Supervisor,36000.0,7,Active
MB00000368,61,F,L2 2PP,Education,Deputy Head,63000.0,32,Pensioner
MB00000369,47,M,EH2 2ER,Healthcare,Band 5,35000.0,26,Active
MB00000370,38,F,LS2 8JS,Public Service,Grade 7,34000.0,13,Active
MB00000371,50,M,M2 5BQ,Other,Manager,68000.0,27,Deferred
MB00000372,24,M,BS1 4TR,Finance,Associate,35000.0,3,Active
MB00000373,32,F,B1 1HQ,Retail,Sales Assistant,27000.0,5,Active
MB00000374,48,F,CF11 9LJ,Public Service,Senior Officer,49000.0,25,Active
MB00000375,26,F,EC1A 1BB,Healthcare,Band 7,37000.0,3,Active
MB00000376,43,M,E1 6AN,Education,Head of Department,55000.0,19,Active
MB00000377,27,M,SW1A 1AA,Other,Consultant,40000.0,4,Active
MB00000378,30,F,M1 1AA,Manufacturing,Production Manager,36000.0,7,Active
MB00000379,54,M,N1 9GU,Public Service,Grade 6,45000.0,30,Active
MB00000380,53,F,G1 1XW,Healthcare,Band 6,47000.0,31,Pensioner
MB00000381,46,F,LS1 1UR,Retail,Area Manager,54000.0,22,Active
MB00000382,57,M,M2 5BQ,Other,Senior Consultant,58000.0,35,Pensioner
MB00000383,40,F,B3 3DH,Education,Teacher,32000.0,12,Deferred
MB00000384,62,M,EH2 2ER,Finance,Manager,82000.0,39,Pensioner
MB00000385,23,F,CF10 1DD,Retail,Sales Assistant,23000.0,2,Active
MB00000386,37,F,L1 8JQ,Manufacturing,Technician,31000.0,14,Active
MB00000387,49,M,G2 8DL,Public Service,Principal Officer,77000.0,29,Pensioner
MB00000388,33,F,W1A 1AA,Healthcare,Band 7,48000.0,6,Active
MB00000389,45,M,B2 4QA,Education,Senior Teacher,44000.0,24,Active
MB00000390,60,F,EH1 1BB,Finance,Director,115000.0,33,Pensioner
MB00000391,26,F,SW1A 1AA,Retail,Sales Assistant,25000.0,5,Active
MB00000392,31,M,L2 2PP,Manufacturing,Senior Technician,37000.0,8,Active
MB00000393,36,F,B1 1HQ,Finance,Senior Manager,55000.0,10,Active
MB00000394,28,F,BS2 0FZ,Public Service,Grade 7,32000.0,6,Active
MB00000395,52,M,E1 6AN,Healthcare,Band 5,35000.0,29,Deferred
MB00000396,43,F,M3 3EB,Retail,Supervisor,31000.0,18,Active
MB00000397,39,M,N1 9GU,Other,Associate,37000.0,12,Active
MB00000398,47,F,LS2 8JS,Finance,Senior Analyst,49000.0,21,Deferred
MB00000399,22,M,B1 1HQ,Retail,Sales Assistant,21000.0,1,Active
MB00000400,44,F,CF11 9LJ,Public Service,Principal Officer,75000.0,23,Active
MemberID,Age,Gender,Postcode,Sector,JobGrade,,YearsService,Status
MB00000401,24,F,EC1A 1BB,Finance,Associate,38000.0,3,Active
MB00000402,28,M,M1 1AA,Public Service,Grade 6,42000.0,6,Active
MB00000403,31,F,G1 1XW,Manufacturing,Technician,35000.0,5,Active
MB00000404,22,M,BS1 4TR,Education,Teacher,30000.0,1,Active
MB00000405,27,F,N1 9GU,Retail,Supervisor,32000.0,4,Active
MB00000406,29,F,CF10 1DD,Other,Consultant,46000.0,4,Active
MB00000407,35,M,L2 2PP,Finance,Senior Analyst,52000.0,10,Active
MB00000408,34,F,M2 5BQ,Public Service,Senior Officer,38000.0,12,Active
MB00000409,30,F,S1W 1AA,Healthcare,Band 5,40000.0,8,Active
MB00000410,25,M,B1 1HQ,Retail,Sales Assistant,22500.0,3,Active
MB00000411,26,F,E1 6AN,Other,Associate,35000.0,2,Active
MB00000412,33,F,LS1 1UR,Education,Senior Teacher,42000.0,8,Active
MB00000413,36,M,M3 3EB,Public Service,Grade 7,44000.0,15,Deferred
MB00000414,38,F,EH1 1BB,Manufacturing,Senior Technician,36500.0,16,Active
MB00000415,41,M,G2 8DL,Finance,Manager,75000.0,19,Active
MB00000416,43,F,M3 3EB,Healthcare,Band 6,46000.0,20,Deferred
MB00000417,42,M,W1A 1AA,Public Service,Principal Officer,47000.0,15,Deferred
MB00000418,37,F,EH2 2ER,Retail,Store Manager,34000.0,12,Active
MB00000419,45,F,BS2 0FZ,Other,Senior Consultant,55000.0,22,Active
MB00000420,50,O,L1 8JQ,Finance,Senior Manager,105000.0,27,Pensioner
MB00000421,56,F,N1 9GU,Education,Head of Department,50000.0,34,Pensioner
MB00000422,53,M,M2 5BQ,Healthcare,Band 7,68000.0,27,Deferred
MB00000423,49,F,B2 4QA,Manufacturing,Supervisor,36000.0,28,Active
MB00000424,57,M,CF11 9LJ,Finance,Director,120000.0,35,Pensioner
MB00000425,60,F,G1 1XW,Public Service,Principal Officer,60000.0,40,Pensioner
MB00000426,45,F,EC1A 1BB,Retail,Area Manager,35000.0,21,Active
MB00000427,47,M,L2 2PP,Other,Manager,65000.0,25,Deferred
MB00000428,58,F,B3 3DH,Education,Deputy Head,59000.0,38,Pensioner
MB00000429,62,F,LS2 8JS,Healthcare,Senior Practitioner,77000.0,40,Pensioner
MB00000430,54,F,S1W 1AA,Manufacturing,Production Manager,74500.0,32,Pensioner
MB00000431,55,M,BS1 4TR,Public Service,Grade 6,55000.0,28,Pensioner
MB00000432,48,F,E1 6AN,Other,Senior Consultant,52500.0,29,Active
MB00000433,59,M,G2 8DL,Finance,Director,115000.0,38,Pensioner
MB00000434,51,F,LS1 1UR,Education,Head of Department,57000.0,30,Pensioner
MB00000435,46,M,B1 1HQ,Retail,Area Manager,33500.0,22,Active
MB00000436,63,F,CF10 1DD,Healthcare,Band 7,85000.0,35,Pensioner
MB00000437,44,M,EH2 2ER,Public Service,Principal Officer,60000.0,20,Deferred
MB00000438,52,F,L1 8JQ,Manufacturing,Production Manager,53000.0,31,Deferred
MB00000439,61,F,M1 1AA,Retail,Store Manager,35000.0,36,Pensioner
MB00000440,65,M,B3 3DH,Other,Manager,68000.0,39,Pensioner
MB00000441,54,F,S1W 1AA,Finance,Senior Manager,96000.0,33,Pensioner
MB00000442,68,M,B2 4QA,Healthcare,Senior Practitioner,82000.0,40,Pensioner
MB00000443,47,F,G1 1XW,Public Service,Grade 6,48000.0,24,Active
MB00000444,49,M,M2 5BQ,Education,Head of Department,53000.0,28,Deferred
MB00000445,70,F,E1 6AN,Retail,Area Manager,45000.0,35,Pensioner
MB00000446,66,M,LS1 1UR,Finance,Director,102000.0,45,Pensioner
MB00000447,58,F,G2 8DL,Public Service,Principal Officer,70000.0,40,Pensioner
MB00000448,50,F,L2 2PP,Other,Consultant,50000.0,29,Active
MB00000449,55,M,BS2 0FZ,Manufacturing,Production Manager,60000.0,34,Pensioner
MB00000450,72,F,CF11 9LJ,Retail,Area Manager,50000.0,45,Pensioner
MemberID,Age,Gender,Postcode,Sector,JobGrade,,YearsService,Status
MB00000451,29,F,W1A 1AA,Finance,Analyst,38000.0,8,Active
MB00000452,33,M,M3 3EB,Public Service,Grade 6,42000.0,11,Active
MB00000453,24,O,B2 4QA,Manufacturing,Technician,29000.0,3,Active
MB00000454,27,F,EH1 1BB,Retail,Store Manager,32000.0,5,Active
MB00000455,31,M,CF10 1DD,Healthcare,Band 5,34000.0,7,Active
MB00000456,25,F,E1 6AN,Other,Associate,36000.0,4,Active
MB00000457,35,M,G2 8DL,Education,Senior Teacher,40000.0,12,Active
MB00000458,36,F,G1 1XW,Finance,Senior Analyst,53000.0,15,Active
MB00000459,41,M,L1 8JQ,Public Service,Senior Officer,45000.0,17,Active
MB00000460,38,F,SW1A 1AA,Manufacturing,Production Manager,72000.0,20,Active
MB00000461,40,M,N1 9GU,Retail,Area Manager,37000.0,15,Active
MB00000462,36,F,M1 1AA,Healthcare,Band 6,45000.0,12,Active
MB00000463,37,M,L2 2PP,Other,Consultant,52000.0,16,Active
MB00000464,44,O,BS2 0FZ,Education,Head of Department,48000.0,19,Active
MB00000465,45,F,EC1A 1BB,Finance,Associate,43000.0,18,Active
MB00000466,51,M,M2 5BQ,Public Service,Principal Officer,57500.0,25,Active
MB00000467,49,F,B3 3DH,Manufacturing,Supervisor,36000.0,20,Active
MB00000468,46,M,EH2 2ER,Retail,Sales Assistant,22000.0,10,Deferred
MB00000469,52,F,CF11 9LJ,Healthcare,Band 7,48000.0,22,Pensioner
MB00000470,55,M,B1 1HQ,Other,Manager,65000.0,30,Pensioner
MB00000471,58,F,LS2 8JS,Education,Deputy Head,64000.0,33,Pensioner
MB00000472,47,M,W1A 1AA,Finance,Manager,92000.0,25,Deferred
MB00000473,60,F,B2 4QA,Public Service,Grade 7,62000.0,30,Pensioner
MB00000474,56,M,B3 3DH,Healthcare,Senior Practitioner,73000.0,32,Pensioner
MB00000475,48,F,SW1A 1AA,Retail,Store Manager,34000.0,22,Deferred
MB00000476,63,M,M3 3EB,Other,Senior Consultant,76000.0,40,Pensioner
MB00000477,57,F,EH1 1BB,Education,Teacher,33000.0,29,Deferred
MB00000478,61,M,E1 6AN,Finance,Senior Manager,110000.0,38,Pensioner
MB00000479,59,F,N1 9GU,Public Service,Grade 6,40000.0,30,Pensioner
MB00000480,66,M,M1 1AA,Manufacturing,Senior Technician,38000.0,40,Pensioner
MB00000481,62,F,L1 8JQ,Retail,Sales Assistant,20000.0,22,Pensioner
MB00000482,64,M,LS1 1UR,Healthcare,Band 5,35000.0,40,Pensioner
MB00000483,68,F,BS1 4TR,Other,Manager,84000.0,44,Pensioner
MB00000484,54,M,G2 8DL,Education,Senior Teacher,45000.0,33,Deferred
MB00000485,65,F,G1 1XW,Finance,Director,108000.0,44,Pensioner
MB00000486,70,M,L2 2PP,Public Service,Principal Officer,73000.0,45,Pensioner
MB00000487,74,F,LS2 8JS,Manufacturing,Production Manager,68000.0,49,Pensioner
MB00000488,67,M,BS2 0FZ,Retail,Area Manager,34000.0,39,Pensioner
MB00000489,73,F,EC1A 1BB,Healthcare,Band 6,46000.0,47,Pensioner
MB00000490,69,M,EH2 2ER,Other,Manager,85000.0,48,Pensioner
MB00000491,75,F,CF10 1DD,Education,Head of Department,60000.0,54,Pensioner
MB00000492,58,O,CF11 9LJ,Finance,Analyst,40000.0,30,Pensioner
MB00000493,55,M,B1 1HQ,Public Service,Senior Officer,43000.0,34,Deferred
MB00000494,72,F,B2 4QA,Manufacturing,Technician,23000.0,45,Pensioner
MB00000495,63,M,B3 3DH,Retail,Sales Assistant,23000.0,40,Pensioner
MB00000496,65,F,EH1 1BB,Other,Associate,46000.0,44,Deferred
MB00000497,66,M,EH2 2ER,Education,Deputy Head,64000.0,45,Pensioner
MB00000498,60,F,LS1 1UR,Finance,Senior Manager,105000.0,39,Pensioner
MB00000499,61,M,BS1 4TR,Public Service,Grade 7,36000.0,37,Deferred
MB00000500,62,F,G2 8DL,Manufacturing,Technician,30000.0,36,Deferred
MemberID,Age,Gender,Postcode,Sector,JobGrade,,YearsService,Status
MB00000501,32,M,EC1A 1BB,Finance,Senior Analyst,42000.0,10,Active
MB00000502,29,F,SW1A 1AA,Public Service,Grade 7,38000.0,5,Active
MB00000503,40,M,BS1 4TR,Healthcare,Band 6,45000.0,15,Active
MB00000504,54,F,W1A 1AA,Education,Head of Department,49000.0,23,Active
MB00000505,63,F,G2 8DL,Public Service,Principal Officer,60000.0,38,Pensioner
MB00000506,37,M,M1 1AA,Manufacturing,Production Manager,72000.0,18,Active
MB00000507,44,F,E1 6AN,Other,Senior Consultant,55000.0,23,Deferred
MB00000508,48,F,L1 8JQ,Retail,Store Manager,32000.0,27,Active
MB00000509,36,O,N1 9GU,Finance,Manager,50000.0,15,Active
MB00000510,57,F,EH2 2ER,Public Service,Grade 6,45000.0,36,Pensioner
MB00000511,25,M,CF10 1DD,Education,Teacher,32000.0,4,Active
MB00000512,34,F,LS2 8JS,Healthcare,Band 7,38000.0,13,Active
MB00000513,46,F,G1 1XW,Finance,Associate,55000.0,25,Active
MB00000514,38,M,SW1A 1AA,Retail,Sales Assistant,28000.0,11,Active
MB00000515,42,F,EH1 1BB,Manufacturing,Technician,29000.0,21,Active
MB00000516,53,F,M2 5BQ,Public Service,Senior Officer,47000.0,32,Deferred
MB00000517,59,M,L2 2PP,Healthcare,Senior Practitioner,73000.0,38,Pensioner
MB00000518,62,F,W1A 1AA,Other,Manager,67000.0,40,Pensioner
MB00000519,23,F,LS1 1UR,Retail,Supervisor,32000.0,2,Active
MB00000520,31,M,B1 1HQ,Other,Consultant,51000.0,10,Active
MB00000521,39,F,M3 3EB,Finance,Senior Manager,62000.0,20,Active
MB00000522,27,M,E1 6AN,Public Service,Grade 7,33000.0,6,Active
MB00000523,45,F,BS2 0FZ,Manufacturing,Supervisor,35000.0,24,Active
MB00000524,28,F,G2 8DL,Healthcare,Band 5,35000.0,7,Active
MB00000525,35,M,EH2 2ER,Education,Senior Teacher,41000.0,13,Active
MB00000526,50,F,B2 4QA,Retail,Area Manager,34000.0,29,Deferred
MB00000527,68,F,L2 2PP,Finance,Director,95000.0,47,Pensioner
MB00000528,41,M,SW1A 1AA,Public Service,Principal Officer,44000.0,20,Active
MB00000529,55,F,N1 9GU,Healthcare,Band 7,46000.0,34,Deferred
MB00000530,26,M,CF11 9LJ,Education,Teacher,35000.0,5,Active
MB00000531,33,F,L1 8JQ,Retail,Store Manager,30000.0,12,Active
MB00000532,58,F,G1 1XW,Public Service,Grade 6,42000.0,35,Pensioner
MB00000533,24,F,EC1A 1BB,Other,Senior Consultant,37000.0,3,Active
MB00000534,47,M,G2 8DL,Manufacturing,Production Manager,60000.0,26,Active
MB00000535,65,F,BS1 4TR,Healthcare,Senior Practitioner,80000.0,44,Pensioner
MB00000536,43,M,B3 3DH,Finance,Associate,55000.0,22,Active
MB00000537,56,F,EH1 1BB,Education,Deputy Head,65000.0,35,Pensioner
MB00000538,64,M,M1 1AA,Retail,Store Manager,32000.0,43,Pensioner
MB00000539,21,M,SW1A 1AA,Finance,Analyst,28000.0,0,Active
MB00000540,52,F,E1 6AN,Other,Manager,69000.0,31,Pensioner
MB00000541,30,M,L1 8JQ,Healthcare,Band 6,48000.0,9,Active
MB00000542,37,F,G2 8DL,Public Service,Grade 6,43000.0,16,Active
MB00000543,49,F,LS2 8JS,Finance,Manager,72000.0,28,Active
MB00000544,60,M,EH2 2ER,Manufacturing,Production Manager,70000.0,39,Pensioner
MB00000545,29,F,M2 5BQ,Retail,Supervisor,32000.0,8,Active
MB00000546,39,F,L2 2PP,Education,Head of Department,45000.0,18,Active
MB00000547,48,M,BS2 0FZ,Finance,Senior Manager,68000.0,27,Deferred
MB00000548,66,F,EH1 1BB,Healthcare,Senior Practitioner,78000.0,45,Pensioner
MB00000549,51,F,SW1A 1AA,Public Service,Senior Officer,47000.0,30,Pensioner
MB00000550,34,M,CF10 1DD,Other,Associate,49000.0,13,Active
MemberID,Age,Gender,Postcode,Sector,JobGrade,,YearsService,Status
MB00000551,32,M,EC1A 1BB,Finance,Analyst,36000.0,9,Active
MB00000552,26,F,E1 6AN,Retail,Sales Assistant,25000.0,5,Active
MB00000553,39,F,M1 1AA,Public Service,Grade 6,44000.0,11,Active
MB00000554,45,O,G2 8DL,Manufacturing,Senior Technician,37000.0,19,Active
MB00000555,57,F,SW1A 1AA,Pensioner,Grade 7,46000.0,34,Pensioner
MB00000556,35,M,B3 3DH,Other,Consultant,52000.0,14,Active
MB00000557,48,F,LS2 8JS,Healthcare,Band 6,44000.0,27,Active
MB00000558,54,F,N1 9GU,Education,Head of Department,49000.0,30,Active
MB00000559,34,M,M3 3EB,Retail,Store Manager,30000.0,12,Active
MB00000560,28,F,G1 1XW,Finance,Associate,55000.0,6,Active
MB00000561,43,M,EH1 1BB,Manufacturing,Supervisor,35500.0,22,Active
MB00000562,50,F,CF10 1DD,Public Service,Principal Officer,49000.0,28,Deferred
MB00000563,29,F,W1A 1AA,Healthcare,Band 5,33000.0,7,Active
MB00000564,61,M,L2 2PP,Education,Deputy Head,60000.0,39,Pensioner
MB00000565,36,F,B1 1HQ,Finance,Senior Analyst,45000.0,15,Active
MB00000566,42,M,L1 8JQ,Healthcare,Senior Practitioner,63000.0,25,Active
MB00000567,25,F,EH2 2ER,Other,Associate,37000.0,3,Active
MB00000568,47,M,B2 4QA,Retail,Area Manager,42000.0,23,Active
MB00000569,33,F,BS2 0FZ,Manufacturing,Technician,29000.0,10,Active
MB00000570,64,F,SW1A 1AA,Pensioner,Senior Manager,75000.0,43,Pensioner
MB00000571,55,M,LS1 1UR,Pensioner,Band 7,47000.0,34,Pensioner
MB00000572,52,F,M2 5BQ,Finance,Manager,65000.0,31,Deferred
MB00000573,41,F,CF11 9LJ,Public Service,Senior Officer,44000.0,20,Active
MB00000574,38,M,M1 1AA,Education,Teacher,38000.0,17,Active
MB00000575,30,F,W1A 1AA,Other,Senior Consultant,52000.0,9,Active
MB00000576,58,M,G2 8DL,Healthcare,Band 6,45000.0,35,Deferred
MB00000577,23,F,LS2 8JS,Retail,Sales Assistant,22000.0,2,Active
MB00000578,37,M,B3 3DH,Public Service,Grade 7,40000.0,16,Active
MB00000579,27,F,L1 8JQ,Manufacturing,Technician,29500.0,6,Active
MB00000580,62,F,BS1 4TR,Pensioner,Director,86000.0,41,Pensioner
MB00000581,44,M,E1 6AN,Finance,Manager,51000.0,23,Deferred
MB00000582,32,F,N1 9GU,Healthcare,Band 5,34000.0,8,Active
MB00000583,46,M,EC1A 1BB,Education,Senior Teacher,43000.0,25,Active
MB00000584,39,F,SW1A 1AA,Retail,Supervisor,35000.0,18,Active
MB00000585,53,M,L2 2PP,Other,Manager,59000.0,30,Deferred
MB00000586,49,F,M3 3EB,Manufacturing,Production Manager,69000.0,28,Active
MB00000587,61,F,BS2 0FZ,Pensioner,Band 7,46000.0,40,Pensioner
MB00000588,24,M,B1 1HQ,Retail,Sales Assistant,23000.0,3,Active
MB00000589,34,F,M2 5BQ,Public Service,Grade 6,44000.0,12,Active
MB00000590,45,M,EH1 1BB,Finance,Director,105000.0,24,Deferred
MB00000591,56,F,EH2 2ER,Pensioner,Principal Officer,60000.0,35,Pensioner
MB00000592,48,O,CF10 1DD,Education,Head of Department,64000.0,28,Active
MB00000593,29,F,LS1 1UR,Other,Consultant,38000.0,7,Active
MB00000594,41,M,N1 9GU,Healthcare,Senior Practitioner,50000.0,20,Deferred
MB00000595,37,F,L1 8JQ,Retail,Store Manager,34000.0,14,Active
MB00000596,55,F,SW1A 1AA,Pensioner,Band 6,44000.0,34,Pensioner
MB00000597,43,M,EC1A 1BB,Manufacturing,Senior Technician,37500.0,22,Active
MB00000598,52,F,G1 1XW,Finance,Senior Manager,70000.0,31,Active
MB00000599,31,M,E1 6AN,Public Service,Grade 7,42000.0,10,Active
MB00000600,26,F,W1A 1AA,Retail,Supervisor,30000.0,5,Active
MemberID,Age,Gender,Postcode,Sector,JobGrade,,YearsService,Status
MB00000601,24,F,EC1A 1BB,Finance,Analyst,37000.0,3,Active
MB00000602,27,M,SW1A 1AA,Healthcare,Band 5,45000.0,5,Active
MB00000603,42,F,L2 2PP,Public Service,Senior Officer,32000.0,10,Deferred
MB00000604,39,M,M1 1AA,Manufacturing,Technician,29000.0,8,Active
MB00000605,52,F,B3 3DH,Eduation,Head of Department,43000.0,20,Pensioner
MB00000606,43,F,E1 6AN,Retail,Store Manager,30000.0,14,Pensioner
MB00000607,57,M,N1 9GU,Education,Teacher,38000.0,5,Pensioner
MB00000608,29,F,M3 3EB,Finance,Associate,55000.0,5,Active
MB00000609,34,F,G1 1XW,Other,Manager,40000.0,6,Active
MB00000610,36,O,B1 1HQ,Public Service,Senior Officer,34000.0,10,Deferred
MB00000611,45,F,G2 8DL,Healthcare,Band 6,48000.0,12,Active
MB00000612,31,M,EH1 1BB,Finance,Senior Analyst,52000.0,7,Active
MB00000613,26,F,CF10 1DD,Retail,Sales Assistant,23000.0,5,Active
MB00000614,41,M,LS1 1UR,Manufacturing,Supervisor,38000.0,15,Active
MB00000615,37,F,BS1 4TR,Other,Associate,50000.0,8,Active
MB00000616,63,M,SW1A 1AA,Public Service,Principal Officer,60000.0,25,Pensioner
MB00000617,29,F,EH2 2ER,Healthcare,Senior Practitioner,55000.0,5,Active
MB00000618,33,F,BS2 0FZ,Finance,Manager,60000.0,12,Active
MB00000619,50,F,L1 8JQ,Retail,Area Manager,45000.0,15,Deferred
MB00000620,55,M,LS2 8JS,Other,Consultant,48000.0,16,Pensioner
MB00000621,38,F,M2 5BQ,Finance,Senior Manager,67000.0,10,Active
MB00000622,47,M,W1A 1AA,Eduation,Senior Teacher,34000.0,15,Pensioner
MB00000623,46,F,EC1A 1BB,Manufacturing,Production Manager,75000.0,21,Deferred
MB00000624,44,F,CF11 9LJ,Healthcare,Band 7,62000.0,15,Deferred
MB00000625,58,M,B2 4QA,Public Service,Grade 6,42000.0,28,Pensioner
MB00000626,25,F,L2 2PP,Retail,Supervisor,35000.0,3,Active
MB00000627,48,M,LS1 1UR,Other,Senior Consultant,66000.0,22,Active
MB00000628,40,F,BS1 4TR,Finance,Senior Analyst,49000.0,17,Active
MB00000629,37,M,G1 1XW,Public Service,Senior Officer,31000.0,13,Active
MB00000630,68,F,SW1A 1AA,Healthcare,Band 6,34000.0,20,Pensioner
MB00000631,28,F,E1 6AN,Eduation,Teacher,30000.0,3,Active
MB00000632,35,F,N1 9GU,Other,Consultant,42000.0,10,Active
MB00000633,62,M,M3 3EB,Public Service,Principal Officer,55000.0,30,Pensioner
MB00000634,36,F,EH1 1BB,Healthcare,Band 5,47000.0,8,Active
MB00000635,22,M,EC1A 1BB,Retail,Sales Assistant,20000.0,1,Active
MB00000636,55,F,B3 3DH,Manufacturing,Production Manager,69000.0,25,Pensioner
MB00000637,47,F,EH2 2ER,Finance,Analyst,39000.0,14,Pensioner
MB00000638,33,M,M1 1AA,Other,Manager,54000.0,6,Active
MB00000639,72,F,CF10 1DD,Public Service,Principal Officer,72000.0,40,Pensioner
MB00000640,41,M,LS2 8JS,Healthcare,Band 7,40000.0,16,Deferred
MB00000641,54,F,BS2 0FZ,Finance,Senior Manager,90000.0,20,Deferred
MB00000642,30,M,L1 8JQ,Other,Associate,35000.0,5,Active
MB00000643,26,F,BS1 4TR,Education,Senior Teacher,38000.0,5,Active
MB00000644,43,M,M2 5BQ,Healthcare,Band 5,45000.0,15,Deferred
MB00000645,61,F,G2 8DL,Manufacturing,Production Manager,55000.0,35,Pensioner
MB00000646,29,M,W1A 1AA,Finance,Manager,47000.0,6,Active
MB00000647,51,F,B1 1HQ,Eduation,Deputy Head,64000.0,26,Pensioner
MB00000648,32,F,B2 4QA,Retail,Store Manager,32000.0,10,Deferred
MB00000649,34,M,LS1 1UR,Public Service,Senior Officer,32000.0,5,Active
MB00000650,45,F,G1 1XW,Other,Manager,54000.0,20,Deferred
MB00000651,27,F,SW1A 1AA,Finance,Analyst,37000.0,5,Active
MB00000652,49,M,M2 5BQ,Public Service,Principal Officer,46000.0,22,Pensioner
MB00000653,33,F,W1A 1AA,Healthcare,Band 6,36000.0,10,Active
MB00000654,22,M,EC1A 1BB,Education,Teacher,25000.0,1,Active
MB00000655,55,F,G1 1XW,Retail,Store Manager,43000.0,30,Pensioner
MB00000656,36,O,B2 4QA,Manufacturing,Technician,33000.0,14,Active
MB00000657,60,F,E1 6AN,Other,Consultant,55000.0,30,Pensioner
MB00000658,45,M,LS2 8JS,Finance,Manager,50000.0,24,Active
MB00000659,44,F,EH2 2ER,Public Service,Grade 6,44000.0,23,Active
MB00000660,56,F,CF10 1DD,Retail,Sales Assistant,26000.0,35,Pensioner
MB00000661,53,M,SW1A 1AA,Manufacturing,Production Manager,65000.0,32,Active
MB00000662,28,F,L2 2PP,Healthcare,Band 5,33000.0,6,Active
MB00000663,38,M,B1 1HQ,Finance,Senior Analyst,42000.0,17,Deferred
MB00000664,65,F,N1 9GU,Public Service,Senior Officer,48000.0,38,Pensioner
MB00000665,32,F,M3 3EB,Retail,Supervisor,34000.0,9,Active
MB00000666,35,M,E1 6AN,Education,Head of Department,46000.0,14,Active
MB00000667,41,F,B2 4QA,Other,Manager,56000.0,19,Active
MB00000668,44,M,G2 8DL,Public Service,Grade 7,44000.0,30,Active
MB00000669,52,F,L1 8JQ,Finance,Director,85000.0,28,Deferred
MB00000670,61,M,BS2 0FZ,Manufacturing,Senior Technician,38000.0,40,Pensioner
MB00000671,24,F,BS1 4TR,Healthcare,Senior Practitioner,38000.0,3,Active
MB00000672,36,M,LS1 1UR,Education,Teacher,31000.0,13,Active
MB00000673,33,M,EH1 1BB,Retail,Area Manager,51000.0,12,Active
MB00000674,47,F,CF11 9LJ,Other,Senior Consultant,58000.0,26,Deferred
MB00000675,55,M,N1 9GU,Finance,Sector Manager,68000.0,34,Pensioner
MB00000676,37,F,M2 5BQ,Public Service,Grade 6,41000.0,15,Active
MB00000677,29,F,L2 2PP,Manufacturing,Supervisor,35000.0,8,Active
MB00000678,22,M,EC1A 1BB,Healthcare,Band 7,24000.0,1,Active
MB00000679,63,M,SW1A 1AA,Retail,Area Manager,48000.0,40,Pensioner
MB00000680,34,F,G1 1XW,Other,Consultant,37000.0,10,Active
MB00000681,35,F,EH2 2ER,Finance,Senior Analyst,54000.0,14,Active
MB00000682,45,M,EC1A 1BB,Public Service,Principal Officer,46000.0,25,Active
MB00000683,46,F,M3 3EB,Retail,Sales Assistant,28000.0,27,Deferred
MB00000684,40,M,B3 3DH,Manufacturing,Technician,32000.0,18,Active
MB00000685,57,F,W1A 1AA,Education,Senior Teacher,39000.0,36,Pensioner
MB00000686,39,F,EH1 1BB,Other,Associate,34000.0,16,Active
MB00000687,47,M,L1 8JQ,Public Service,Senior Officer,49000.0,26,Active
MB00000688,63,F,BS2 0FZ,Finance,Associate,55000.0,40,Pensioner
MB00000689,31,M,G2 8DL,Manufacturing,Production Manager,56000.0,10,Active
MB00000690,54,F,M1 1AA,Healthcare,Band 5,46000.0,33,Pensioner
MB00000691,38,M,E1 6AN,Education,Senior Teacher,40000.0,17,Active
MB00000692,40,F,N1 9GU,Retail,Store Manager,35000.0,19,Active
MB00000693,59,F,B3 3DH,Other,Senior Consultant,77000.0,38,Pensioner
MB00000694,34,M,CF10 1DD,Finance,Sector Manager,67000.0,13,Active
MB00000695,42,F,L2 2PP,Public Service,Principal Officer,43000.0,21,Active
MB00000696,55,M,SW1A 1AA,Manufacturing,Production Manager,45000.0,34,Pensioner
MB00000697,33,F,M1 1AA,Healthcare,Band 7,35000.0,12,Active
MB00000698,28,O,M3 3EB,Retail,Supervisor,27000.0,7,Active
MB00000699,36,F,B2 4QA,Education,Deputy Head,51000.0,15,Active
